registration,vote_intention,vote_2020,employment,foreign_born,sex,household_income,education,state,age,agegroup,race
Don't know,"Yes, I will vote",Joe Biden,Student,The United States,Male,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",MN,23,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"Less than $14,999",High school graduate,IL,67,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$150,000 to $174,999",Masters degree,HI,58,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Female,"$125,000 to $149,999","Completed some college, but no degree",CA,66,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$35,000 to $39,999",Completed some high school,NJ,71,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Male,"$70,000 to $74,999",Associate Degree,VA,61,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$60,000 to $64,999","Completed some college, but no degree",IN,66,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,Another country,Female,"Less than $14,999","College Degree (such as B.A., B.S.)",WV,53,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Male,"$95,000 to $99,999","Completed some graduate, but no degree",MD,68,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Permanently disabled,The United States,Female,"Less than $14,999","Completed some college, but no degree",OH,58,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$250,000 and above",Masters degree,NY,48,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$100,000 to $124,999",Masters degree,KS,40,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$55,000 to $59,999",Associate Degree,PA,46,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Student,The United States,Female,"$90,000 to $94,999","Completed some college, but no degree",IN,21,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Homemaker,The United States,Female,"$65,000 to $69,999",High school graduate,WI,73,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Part-time employed,The United States,Male,"$40,000 to $44,999",High school graduate,IN,64,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Permanently disabled,The United States,Male,"$25,000 to $29,999",High school graduate,MI,58,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$200,000 to $249,999",Doctorate degree,CA,40,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Male,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",OR,38,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",NY,66,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$35,000 to $39,999",Associate Degree,PA,69,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$20,000 to $24,999",High school graduate,DC,79,60 to 80,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$25,000 to $29,999",Associate Degree,GA,28,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Permanently disabled,The United States,Male,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",IL,63,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$85,000 to $89,999","Completed some graduate, but no degree",CO,72,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$75,000 to $79,999",Masters degree,CA,50,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,Another country,Male,"$50,000 to $54,999","Completed some college, but no degree",FL,58,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$40,000 to $44,999","Completed some college, but no degree",KY,63,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",OK,59,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",MA,57,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$30,000 to $34,999",High school graduate,NY,34,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$100,000 to $124,999",Masters degree,CA,40,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",NC,50,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$75,000 to $79,999","Completed some college, but no degree",IA,37,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$35,000 to $39,999",Other post high school vocational training,UT,44,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$50,000 to $54,999","Completed some college, but no degree",IL,60,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",FL,60,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Homemaker,The United States,Male,"$25,000 to $29,999",High school graduate,WA,57,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Self-employed,The United States,Female,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",MN,40,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,Another country,Female,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",AZ,35,40 or less,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$20,000 to $24,999",Other post high school vocational training,CA,22,40 or less,Other race
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Male,"$25,000 to $29,999","Completed some college, but no degree",CA,32,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Female,"$55,000 to $59,999",Other post high school vocational training,TX,57,40 to 60,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",CA,37,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",WA,66,60 to 80,White
Not registered,"Yes, I will vote",Joe Biden,Student,The United States,Female,"$70,000 to $74,999","Completed some college, but no degree",IL,18,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$100,000 to $124,999","Completed some college, but no degree",TX,36,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Permanently disabled,The United States,Male,"$15,000 to $19,999",High school graduate,CO,59,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Female,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",NY,22,40 or less,Other race
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$75,000 to $79,999","Completed some college, but no degree",AZ,37,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,Another country,Male,"$100,000 to $124,999",Masters degree,NY,50,40 to 60,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$45,000 to $49,999",High school graduate,NJ,33,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,Another country,Female,"Less than $14,999","Completed some graduate, but no degree",MA,30,40 or less,Other race
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$50,000 to $54,999",Masters degree,OR,29,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Permanently disabled,The United States,Female,"$200,000 to $249,999",Masters degree,MO,30,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$25,000 to $29,999",High school graduate,FL,76,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$250,000 and above",Masters degree,VA,41,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",NV,28,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",FL,38,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",PA,31,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Homemaker,The United States,Female,"$40,000 to $44,999","Completed some college, but no degree",FL,33,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",MD,38,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$55,000 to $59,999",Associate Degree,LA,64,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",TX,41,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$20,000 to $24,999",High school graduate,AR,72,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Self-employed,The United States,Female,"$60,000 to $64,999",Other post high school vocational training,IL,68,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,Another country,Female,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",FL,28,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",CA,61,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$250,000 and above",Doctorate degree,NY,40,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$125,000 to $149,999",Other post high school vocational training,CA,35,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$125,000 to $149,999",Masters degree,DC,40,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$100,000 to $124,999",Masters degree,MD,34,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$20,000 to $24,999","Completed some college, but no degree",NM,31,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",CO,40,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$150,000 to $174,999","Completed some college, but no degree",CA,26,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",MN,62,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$200,000 to $249,999",Doctorate degree,WI,41,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$30,000 to $34,999","Completed some college, but no degree",TN,27,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Female,"$30,000 to $34,999",Completed some high school,WA,22,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$60,000 to $64,999","Completed some graduate, but no degree",MA,70,60 to 80,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$100,000 to $124,999","Completed some college, but no degree",DC,33,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Permanently disabled,The United States,Male,"$50,000 to $54,999","Completed some college, but no degree",FL,68,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Female,"Less than $14,999","Completed some college, but no degree",NE,20,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$200,000 to $249,999",Doctorate degree,PA,39,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$100,000 to $124,999","Completed some college, but no degree",MS,67,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$35,000 to $39,999",High school graduate,FL,82,above 80,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$250,000 and above",Masters degree,CT,74,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Student,The United States,Male,"Less than $14,999","College Degree (such as B.A., B.S.)",OH,22,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",PA,74,60 to 80,White
Not registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Female,"$40,000 to $44,999",Other post high school vocational training,GA,37,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",KY,40,40 or less,American Indian or Alaska Native
Not registered,"Yes, I will vote",Donald Trump,Homemaker,Another country,Female,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",TX,45,40 to 60,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$200,000 to $249,999",Doctorate degree,NY,39,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Female,"Less than $14,999",Masters degree,NY,52,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$15,000 to $19,999",Associate Degree,MI,67,60 to 80,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Male,"$35,000 to $39,999","Completed some college, but no degree",IA,46,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Self-employed,The United States,Male,"$25,000 to $29,999",Completed some high school,CT,52,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$200,000 to $249,999",Doctorate degree,NY,38,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$100,000 to $124,999","Completed some college, but no degree",IL,63,60 to 80,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",IL,23,40 or less,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Donald Trump,Part-time employed,Another country,Female,"$20,000 to $24,999",Masters degree,CA,35,40 or less,Other race
Registered,"Yes, I will vote",Donald Trump,Permanently disabled,The United States,Male,"$35,000 to $39,999","Completed some college, but no degree",CA,63,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",IL,52,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Male,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",IL,34,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Part-time employed,The United States,Male,"Less than $14,999","Completed some college, but no degree",IN,60,40 to 60,White
Not registered,"Yes, I will vote",Joe Biden,Self-employed,The United States,Male,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",NY,47,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,Another country,Male,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",IL,59,40 to 60,White
Not registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Male,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",NJ,63,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",CA,45,40 to 60,White
Not registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Male,"Less than $14,999",High school graduate,OH,40,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"Less than $14,999","Completed some college, but no degree",IL,25,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Homemaker,The United States,Female,"$50,000 to $54,999",Completed some high school,FL,34,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Female,"$80,000 to $84,999","Completed some graduate, but no degree",CA,18,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$100,000 to $124,999","Completed some graduate, but no degree",NC,29,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",OH,62,60 to 80,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$70,000 to $74,999","Completed some college, but no degree",MD,25,40 or less,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$20,000 to $24,999",Associate Degree,FL,68,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$125,000 to $149,999","Completed some college, but no degree",IL,32,40 or less,Other race
Registered,"Yes, I will vote",Joe Biden,Homemaker,The United States,Female,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",CA,29,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Self-employed,The United States,Female,"$250,000 and above",Associate Degree,NE,50,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Female,"Less than $14,999",High school graduate,WI,28,40 or less,Other race
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$35,000 to $39,999",Other post high school vocational training,AZ,22,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$50,000 to $54,999","Completed some graduate, but no degree",TX,69,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Self-employed,Another country,Male,"$45,000 to $49,999",Masters degree,CA,38,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$65,000 to $69,999",Associate Degree,NH,66,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$70,000 to $74,999","Completed some college, but no degree",CA,70,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",CA,39,40 or less,White
Not registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Male,"$30,000 to $34,999",High school graduate,MO,26,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",CT,44,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$40,000 to $44,999",Completed some high school,MI,31,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$35,000 to $39,999",Completed some high school,UT,31,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$200,000 to $249,999",Doctorate degree,MI,40,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$60,000 to $64,999",High school graduate,TX,64,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",TX,34,40 or less,Other race
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$250,000 and above","College Degree (such as B.A., B.S.)",WA,38,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",MO,59,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",IL,61,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$20,000 to $24,999",Associate Degree,CA,70,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Female,"$100,000 to $124,999",Other post high school vocational training,FL,49,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$45,000 to $49,999","Completed some college, but no degree",OH,50,40 to 60,White
Not registered,"Yes, I will vote",Joe Biden,Student,The United States,Female,"$175,000 to $199,999",Completed some high school,CA,18,40 or less,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Female,"$30,000 to $34,999",Completed some high school,UT,32,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Other:,The United States,Male,"Less than $14,999",Completed some high school,KY,45,40 to 60,White
Not registered,"Yes, I will vote",Joe Biden,Retired,Another country,Male,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",OH,65,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",CA,27,40 or less,Other race
Registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Female,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",IN,33,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$250,000 and above",Doctorate degree,IN,81,above 80,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Female,"$20,000 to $24,999","Completed some college, but no degree",MO,50,40 to 60,Other race
Registered,"Yes, I will vote",Joe Biden,Homemaker,The United States,Female,"Less than $14,999",High school graduate,IL,28,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",NM,30,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Female,"Less than $14,999","Completed some college, but no degree",OH,20,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Full-time employed,Another country,Male,"$100,000 to $124,999",Masters degree,NY,61,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",WI,63,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Part-time employed,Another country,Female,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",MN,54,40 to 60,Chinese
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",NJ,60,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$200,000 to $249,999",Masters degree,NY,72,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Female,"$100,000 to $124,999",Associate Degree,CA,38,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$65,000 to $69,999","Completed some college, but no degree",UT,54,40 to 60,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"Less than $14,999",Associate Degree,NY,67,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$200,000 to $249,999",Doctorate degree,CA,40,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",AR,59,40 to 60,Other race
Registered,"Yes, I will vote",Donald Trump,Part-time employed,The United States,Female,"$80,000 to $84,999",Masters degree,VA,68,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$95,000 to $99,999","Completed some graduate, but no degree",SD,32,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$35,000 to $39,999","Completed some college, but no degree",AZ,69,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Self-employed,The United States,Male,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",CO,37,40 or less,Other race
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$60,000 to $64,999",Masters degree,HI,48,40 to 60,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",TN,62,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",OH,68,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",OK,36,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NY,43,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$100,000 to $124,999","Completed some college, but no degree",NY,61,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"Less than $14,999",High school graduate,MI,35,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Student,The United States,Female,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",SC,24,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",CA,56,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Part-time employed,Another country,Female,"$90,000 to $94,999",Other post high school vocational training,GA,41,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$100,000 to $124,999","Completed some graduate, but no degree",WI,62,60 to 80,White
Not registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Male,"$30,000 to $34,999",Completed some high school,OR,49,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$30,000 to $34,999","Completed some college, but no degree",NC,23,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Permanently disabled,The United States,Female,"$20,000 to $24,999","Completed some college, but no degree",AL,38,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$35,000 to $39,999",Completed some high school,DE,39,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$250,000 and above",Doctorate degree,NY,42,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",WI,48,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Female,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",MI,52,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",KY,54,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$70,000 to $74,999",Masters degree,MD,59,40 to 60,American Indian or Alaska Native
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",PA,67,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$30,000 to $34,999","Completed some college, but no degree",CO,68,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$25,000 to $29,999",Doctorate degree,FL,75,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",NY,43,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$125,000 to $149,999",Masters degree,CA,43,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$65,000 to $69,999","Completed some college, but no degree",PA,64,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$150,000 to $174,999",Masters degree,GA,63,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",NY,22,40 or less,Other race
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",CT,63,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$85,000 to $89,999","Completed some graduate, but no degree",IL,64,60 to 80,White
